1300|1900|0101|0300|20
1300|1900|0101|0300|20
1300|1900|0101|0300|20
1300|1900|0101|0300|20
1350|1900|0101|0300|20
1300|1987|0102|0300|20
1300|1900|0101|0300|20
1300|1900|0101|0300|20
1300|1900|0101|0300|20
1300|1900|0101|0300|20
1300|1900|0101|0300|20
1300|1900|0101|0300|20
1300|1900|0101|0300|20
1300|1900|0101|0300|20
1300|1900|0101|0300|20
1300|1900|0101|0300|20
1300|1900|0101|0300|20
1300|1900|0101|0300|20
1300|1900|0101|0300|20
1300|1900|0101|0300|20
1300|1900|0101|0300|20
1300|1900|0101|0300|20
1300|1900|0101|0300|20
1300|1900|0101|0300|20
1300|1900|0101|0300|20
1300|1900|0101|0300|20
1300|1900|0101|0300|20
1300|1900|0101|0300|20
1300|1900|0101|0300|20
1300|1900|0101|0300|20
